,COD-LOJA,COD-PLU,QTD-EMBAL
1266,1299,3197158,10
1267,1299,3216590,1
1268,1299,3233535,1
1269,1299,3242834,3
1270,1299,3256848,10
1271,1299,3257937,2
1272,1299,3274767,2
1273,1299,3275580,1
1274,1299,3279526,1
1275,1299,3298268,1
1276,1299,3299210,2
1277,1299,3320471,1
1278,1299,3327678,3
1279,1299,3327845,2
1280,1299,3347188,1
1281,1299,3347201,1
1282,1299,3356456,1
1283,1299,3356470,1
1284,1299,3376003,13
1285,1299,3376799,2
1286,1299,3381113,4
1287,1299,3381120,1
1288,1299,3383643,1
1289,1299,3386392,1
1290,1299,3386521,1
1291,1299,3393406,1
1292,1299,3419670,5
1293,1299,3424247,6
1294,1299,3424483,1
1295,1299,3441794,1
1296,1299,3446799,1
1297,1299,3455180,1
1298,1299,3457801,2
1299,1299,3467091,2
1300,1299,3486078,1
1301,1299,3494301,1
1302,1299,3500637,1
1303,1299,3626542,1
1304,1299,3644102,2
1305,1299,3649626,4
1306,1299,3665992,1
1307,1299,3667330,1
1308,1299,3680919,1
1309,1299,3682210,1
1310,1299,3691373,0
1311,1299,3692585,1
1312,1299,3760970,1
1313,1299,3761823,1
1314,1299,3795088,1
1315,1299,3802083,2
1316,1299,3810804,2
1317,1299,3837313,1
1318,1299,3837320,1
1319,1299,3850923,1
1320,1299,3851951,2
1321,1299,3863459,1
1322,1299,3863893,1
1323,1299,3863930,2
1324,1299,3873960,3
1325,1299,3878682,150
1326,1299,3894514,1
1327,1299,3913864,3
1328,1299,3930939,3
1329,1299,3945803,2
1330,1299,3946350,9
1331,1299,3971802,1
1332,1299,3971826,1
1333,1299,3971833,1
1334,1299,3971840,1
1335,1299,3971864,1
1336,1299,3981351,1
1337,1299,3982532,1
1338,1299,4023401,2
1339,1299,4031154,1
1340,1299,4033257,1
1341,1299,4041191,1
1342,1299,4043447,1
1343,1299,4059493,1
1344,1299,4060451,1
1345,1299,4060512,1
1346,1299,4085331,1
1347,1299,4085355,1
1348,1299,4093749,1
1349,1299,4093763,1
1350,1299,4102120,2
1351,1299,4102205,2
1352,1299,4116622,1
1353,1299,4125259,2
1354,1299,4140962,1
1355,1299,4145028,1
1356,1299,4157267,1
1357,1299,4157311,1
1358,1299,4199496,1
1359,1299,4207115,1
1360,1299,4209072,1
1361,1299,4212188,3
1362,1299,4216216,9
1363,1299,4217114,11
1364,1299,4217268,11
1365,1299,4217862,12
1366,1299,4218913,13
1367,1299,4221074,3
1368,1299,4221425,1
1369,1299,4231486,38
1370,1299,4231714,1
1371,1299,4241515,1
1372,1299,4241980,1
1373,1299,4244806,85
1374,1299,4245704,48
1375,1299,4245858,10
1376,1299,4248033,12
1377,1299,4249085,4
1378,1299,4249382,10
1379,1299,4253013,3
1380,1299,4265252,2
1381,1299,4270249,1
1382,1299,4271598,2
1383,1299,4271727,2
1384,1299,4272991,2
1385,1299,4274728,1
1386,1299,4286912,1
1387,1299,4286929,0
1388,1299,4294719,3
1389,1299,4294740,3
1390,1299,4299912,1
1391,1299,4310433,1
1392,1299,4354239,1
1393,1299,4377344,2
1394,1299,4395454,1
1395,1299,4418030,1
1396,1299,4424512,1
1397,1299,4424574,1
1398,1299,4424581,1
1399,1299,4426370,15
1400,1299,4426387,15
1401,1299,4426400,5
1402,1299,4428015,2
1403,1299,4431152,2
1404,1299,4444336,1
1405,1299,4444633,1
1406,1299,4456773,1
1407,1299,4467755,1
1408,1299,4476207,1
1409,1299,4476535,2
1410,1299,4479024,1
1411,1299,4482819,8
1412,1299,4483090,1
1413,1299,4483304,1
1414,1299,4487166,1
1415,1299,4487487,1
1416,1299,4503521,1
1417,1299,4537403,2
1418,1299,4543794,20
1419,1299,4549505,2
1420,1299,4550280,4
1421,1299,4561934,1
1422,1299,4561958,1
1423,1299,4562030,1
1424,1299,4562054,1
1425,1299,4562108,1
1426,1299,4570677,6
1427,1299,4570714,2
1428,1299,4570899,1
1429,1299,4571186,1
1430,1299,4571384,1
1431,1299,4577188,1
1432,1299,4589419,1
1433,1299,4626077,5
1434,1299,4631224,2
1435,1299,4633334,1
1436,1299,4637899,1
1437,1299,4663232,1
1438,1299,4668343,2
1439,1299,4668411,2
1440,1299,4669128,3
1441,1299,4670087,1
1442,1299,4670612,1
1443,1299,4708940,1
1444,1299,4712732,4
1445,1299,4721215,14
1446,1299,4721239,11
1447,1299,4721277,10
1448,1299,4721413,17
1449,1299,4746621,90
1450,1299,4747079,18
1451,1299,4747222,90
1452,1299,4747826,18
1453,1299,4749691,9
1454,1299,4749707,13
1455,1299,4751311,2
1456,1299,4762744,2
1457,1299,4763376,1
1458,1299,4763963,1
1459,1299,4778776,5
1460,1299,4781288,2
1461,1299,4786351,3
1462,1299,4788508,1
1463,1299,4794837,1
1464,1299,4796152,6
1465,1299,4801566,1
1466,1299,4801597,1
1467,1299,4807056,1
1468,1299,4808718,2
1469,1299,4821205,1
1470,1299,4833567,1
1471,1299,4834274,1
1472,1299,4840541,1
1473,1299,4842132,1
1474,1299,4847434,3
1475,1299,4861300,1
1476,1299,4868392,10
1477,1299,4868781,2
1478,1299,4880424,1
1479,1299,4883364,0
1480,1299,4888062,9
1481,1299,4888369,9
1482,1299,4888819,9
1483,1299,4901457,1
1484,1299,4923954,1
1485,1299,4932987,1
1486,1299,4937531,2
1487,1299,4941446,1
1488,1299,4974420,1
1489,1299,4982203,1
1490,1299,4988052,1
1491,1299,4988243,1
1492,1299,4988274,1
1493,1299,5088966,3
1494,1299,5105809,3
1495,1299,5107513,2
1496,1299,5107667,2
1497,1299,5113255,1
1498,1299,5113415,1
1499,1299,5121557,0
1500,1299,5145546,0
1501,1299,5145737,0
1502,1299,5145775,0
1503,1299,5146147,2
1504,1299,5167647,1
1505,1299,5168842,1
1506,1299,5173570,1
1507,1299,5179824,1
1508,1299,5184873,1
1509,1299,5186211,2
1510,1299,5186440,12
1511,1299,5194841,1
1512,1299,5260270,1
1513,1299,5333059,1
1514,1299,5394890,1
1515,1299,5397440,6
1516,1299,5489855,4
1517,1299,5516513,1
1518,1299,5544769,1
1519,1299,5550296,1
1520,1299,5616947,3
1521,1299,5634200,4
1522,1299,5653058,1
1523,1299,5655540,1
1524,1299,5686810,1
1525,1299,5746446,1
1526,1299,5749966,17
1527,1299,5762651,1
1528,1299,5947515,2
1529,1299,5974528,1
1530,1299,5989089,0
1531,1299,5989614,1
1532,1299,6005818,1
1533,1299,6010782,1
1534,1299,6012175,1
1535,1299,6014834,1
1536,1299,6017156,1
1537,1299,6017309,3
1538,1299,6017583,1
1539,1299,6019990,1
1540,1299,6020002,1
1541,1299,6026325,20
1542,1299,6030742,1
1543,1299,6037048,1
1544,1299,6038229,2
1545,1299,6045586,1
1546,1299,6054694,1
1547,1299,6068646,1
1548,1299,6078348,1
1549,1299,6180805,1
1550,1299,6186609,1
1551,1299,6195854,2
1552,1299,6264765,1
1553,1299,6279790,1
1554,1299,6279981,1
1555,1299,6301392,1
1556,1299,6397920,1
1557,1299,6581282,6
1558,1299,6694937,5
1559,1299,6803186,1
1560,1299,6814472,1
1561,1299,6817770,5
1562,1299,6818579,2
1563,1299,6818593,1
1564,1299,6833916,1
1565,1299,6838157,1
1566,1299,6851675,85
1567,1299,6851682,35
1568,1299,6864071,1
1569,1299,6864521,1
1570,1299,6864538,1
1571,1299,6894818,1
1572,1299,6987763,4
1573,1299,6987770,1
1574,1299,6987794,2
1575,1299,6989279,2
1576,1299,6991029,12
1577,1299,7020896,1
1578,1299,7027796,1
1579,1299,7027802,1
1580,1299,7031359,1
1581,1299,7046469,1
1582,1299,7047411,33
1583,1299,7047428,40
1584,1299,7069338,2
1585,1299,7075087,1
1586,1299,7094651,1
1587,1299,7095252,1
1588,1299,7220579,1
1589,1299,7221392,1
1590,1299,7551963,1
1591,1299,7581922,11
1592,1299,7581939,5
1593,1299,7587603,1
1594,1299,7620195,1
1595,1299,7620218,1
1596,1299,7622557,1
1597,1299,7633287,18
1598,1299,7841897,1
1599,1299,7849176,50
1600,1299,7864483,1
1601,1299,7864926,1
1602,1299,7864933,1
1603,1299,7864940,0
1604,1299,7867156,1
1605,1299,7867293,0
1606,1299,7995231,1
1607,1299,8272249,1
1608,1299,8285720,6
1609,1299,8371959,1
1610,1299,8390196,1
1611,1299,8585530,1
1612,1299,8585547,1
1613,1299,8589958,1
1614,1299,8629760,1
1615,1299,8651617,2
1616,1299,8661982,2
1617,1299,8697684,1
1618,1299,8726308,1
1619,1299,8741004,10
1620,1299,8743534,1
1621,1299,8812025,1
1622,1299,8875716,1
1623,1299,8883414,1
1624,1299,8892140,1
